transaction_id,customer_id,transaction_date,channel,payment_method,product_category,quantity,unit_price,transaction_amount
T0005790,C00957,2021-08-06,Mobile App,Credit Card,Clothing,3,443.26,1329.77
T0007981,C01317,2021-08-06,Mobile App,Credit Card,Electronics,1,1260.29,1260.29
T0000787,C00129,2021-08-06,Web,Credit Card,Clothing,2,491.17,982.34
T0000717,C00116,2021-08-06,Web,Credit Card,Electronics,1,1211.36,1211.36
T0003234,C00538,2021-08-07,Web,Credit Card,Toys,3,156.61,469.82
T0005586,C00930,2021-08-07,Mobile App,Wallet,Books,1,864.02,864.02
T0009563,C01586,2021-08-08,Web,Credit Card,Beauty,1,445.71,445.71
T0003988,C00668,2021-08-08,Web,Credit Card,Clothing,1,1108.12,1108.12
T0008137,C01341,2021-08-09,Web,,Home & Kitchen,1,2986.86,2986.86
T0000052,C00008,2021-08-09,Web,Cash,Sports,5,143.94,719.68
T0004934,C00822,2021-08-10,In-Store,Cash,Home & Kitchen,1,2191.9,2191.9
T0004020,C00673,2021-08-10,In-Store,Credit Card,Home & Kitchen,1,969.72,969.72
T0009285,C01542,2021-08-10,In-Store,Wallet,Beauty,1,2700.26,2700.26
T0002349,C00384,2021-08-11,Mobile App,Cash,Books,2,706.87,1413.75
T0008849,C01462,2021-08-11,Web,Credit Card,Home & Kitchen,2,782.89,1565.77
T0009159,C01520,2021-08-11,Web,Debit Card,Clothing,1,2530.26,2530.26
T0004618,C00767,2021-08-11,Mobile App,Debit Card,Home & Kitchen,2,352.38,704.76
T0002637,C00435,2021-08-11,Mobile App,Credit Card,Books,5,516.42,2582.09
T0009649,C00003,2021-08-12,Mobile App,Debit Card,Toys,1,1768.69,1768.69
T0009455,C01568,2021-08-12,In-Store,Cash,Electronics,2,1696.29,3392.58
T0003923,C00656,2021-08-12,Web,Credit Card,Home & Kitchen,3,642.26,1926.78
T0006262,C01036,2021-08-12,Web,Credit Card,Home & Kitchen,1,908.69,908.69
T0002119,C00344,2021-08-12,In-Store,Credit Card,Sports,1,841.07,841.07
T0000124,C00020,2021-08-12,Mobile App,Cash,Clothing,1,1962.05,1962.05
T0001324,C00218,2021-08-12,Mobile App,Credit Card,Books,3,145.47,436.41
T0008557,C01412,2021-08-13,Web,Credit Card,Clothing,2,1114.95,2229.89
T0000172,C00028,2021-08-13,Web,Cash,Electronics,1,942.18,942.18
T0002463,C00408,2021-08-13,In-Store,Cash,Books,1,670.55,670.55
T0001683,C00277,2021-08-13,In-Store,Credit Card,Toys,1,1696.78,1696.78
T0001288,C00212,2021-08-14,Web,Credit Card,Electronics,1,1219.87,1219.87
T0005155,C00862,2021-08-14,Web,Debit Card,Clothing,1,2941.62,2941.62
T0003052,C00510,2021-08-14,Web,Debit Card,Books,1,1024.91,1024.91
T0000492,C00077,2021-08-15,Mobile App,Cash,Clothing,1,1456.13,1456.13
T0000037,C00005,2021-08-15,Mobile App,Credit Card,Electronics,1,713.9,713.9
T0004332,C00723,2021-08-15,Mobile App,Debit Card,Toys,1,984.18,984.18
T0009529,C01580,2021-08-16,Mobile App,Debit Card,Clothing,2,642.71,1285.42
T0001183,C00193,2021-08-16,Mobile App,Credit Card,Books,3,298.36,895.07
T0009091,C01507,2021-08-16,Web,Debit Card,Sports,6,752.58,4515.5
T0004855,C00807,2021-08-16,Mobile App,Debit Card,Books,2,908.53,1817.06
T0006010,C00992,2021-08-16,Mobile App,Wallet,Beauty,5,268.42,1342.11
T0003068,C00513,2021-08-17,Web,Credit Card,Beauty,2,1627.8,3255.61
T0008783,C01450,2021-08-17,Mobile App,Cash,Books,1,858.5,858.5
T0005374,C00898,2021-08-17,Mobile App,Cash,Clothing,5,639.82,3199.08
T0004258,C00712,2021-08-17,Mobile App,Cash,Beauty,1,1298.96,1298.96
T0005224,C00873,2021-08-17,Mobile App,Debit Card,Books,1,897.22,897.22
T0005833,C00963,2021-08-18,In-Store,Wallet,Sports,4,546.74,2186.96
T0006873,C01140,2021-08-18,Web,Wallet,Books,1,2163.28,2163.28
T0005605,C00932,2021-08-18,Web,Cash,Books,2,752.38,1504.77
T0002906,C00484,2021-08-18,Mobile App,Cash,Home & Kitchen,6,421.01,2526.05
T0007115,C01174,2021-08-18,Web,Credit Card,Electronics,1,1291.73,1291.73
T0007794,C01285,2021-08-19,,Cash,Electronics,1,3223.85,3223.85
T0005810,C00959,2021-08-19,Mobile App,Debit Card,Toys,1,1342.29,1342.29
T0003796,C00637,2021-08-19,Mobile App,Debit Card,Home & Kitchen,1,1517.14,1517.14
T0007139,C01178,2021-08-19,Mobile App,Credit Card,Toys,1,1826.12,1826.12
T0005163,C00862,2021-08-20,Mobile App,,Clothing,3,112.92,338.75
T0008697,C01434,2021-08-20,Mobile App,Debit Card,Electronics,2,1625.24,3250.47
T0002854,C00476,2021-08-21,Mobile App,Credit Card,Beauty,2,297.6,595.2
T0009118,C01513,2021-08-21,Web,Debit Card,Electronics,2,896.77,1793.54
T0002021,C00329,2021-08-21,In-Store,,Books,3,618.81,1856.42
T0002672,C00441,2021-08-22,Web,Credit Card,Sports,3,138.25,414.75
T0006229,C01029,2021-08-22,Mobile App,,Sports,1,1339.53,1339.53
T0008868,C01467,2021-08-22,Web,Debit Card,Home & Kitchen,2,1198.73,2397.46
T0002387,C00394,2021-08-23,Web,Debit Card,Books,1,1226.66,1226.66
T0007390,C01221,2021-08-23,Web,Debit Card,Beauty,2,1449.18,2898.36
T0008167,C01346,2021-08-23,Web,,Home & Kitchen,2,666.32,1332.64
T0005894,C00974,2021-08-24,Web,Debit Card,Electronics,1,2139.55,2139.55
T0002515,C00415,2021-08-24,Mobile App,Wallet,Books,1,2242.69,2242.69
T0000013,C00002,2021-08-24,Mobile App,Credit Card,Electronics,2,1023.53,2047.06
T0000604,C00096,2021-08-25,In-Store,Wallet,Sports,2,243.45,486.9
T0006884,C01142,2021-08-25,Web,Wallet,Sports,1,1293.28,1293.28
T0001010,C00167,2021-08-26,Web,Credit Card,Sports,1,1651.73,1651.73
T0003949,C00661,2021-08-27,Web,Credit Card,Clothing,1,1301.14,1301.14
T0000803,C00132,2021-08-27,Web,Wallet,Clothing,1,917.73,917.73
T0007352,C01214,2021-08-27,In-Store,Debit Card,Toys,1,4571.94,4571.94
T0001290,C00212,2021-08-27,Web,Credit Card,Beauty,3,588.38,1765.15
T0001214,C00198,2021-08-27,In-Store,Credit Card,Electronics,1,579.53,579.53
T0002644,C00436,2021-08-27,Mobile App,Wallet,Toys,4,835.68,3342.7
T0000130,C00021,2021-08-28,Web,Credit Card,Books,1,2276.47,2276.47
T0001447,C00238,2021-08-29,Mobile App,Wallet,Clothing,2,766.86,1533.71
T0001335,C00220,2021-08-29,Mobile App,Credit Card,Toys,1,2175.04,2175.04
T0000007,C00001,2021-08-29,Web,Cash,Home & Kitchen,3,788.92,2366.77
T0008328,C01373,2021-08-30,Web,Credit Card,Electronics,1,2111.24,2111.24
T0001576,C00258,2021-08-30,In-Store,Debit Card,Beauty,1,1212.05,1212.05
T0005670,C00941,2021-08-30,Mobile App,,Sports,1,3293.69,3293.69
T0003223,C00537,2021-08-30,In-Store,Wallet,Beauty,1,455.71,455.71
T0001475,C00242,2021-08-31,Web,Debit Card,Books,2,457.76,915.52
T0000617,C00098,2021-08-31,Web,Cash,Toys,1,2511.54,2511.54
T0001617,C00267,2021-08-31,Web,Cash,Books,2,340.63,681.26
T0006989,C01156,2021-08-31,In-Store,Debit Card,Toys,1,2203.18,2203.18
T0000676,C00107,2021-08-31,Web,Wallet,Sports,1,1203.0,1203.0
T0001300,C00214,2021-08-31,Mobile App,Cash,Electronics,1,1369.04,1369.04
T0004067,C00679,2021-08-31,Mobile App,Credit Card,Toys,1,2804.71,2804.71
T0009326,C01550,2021-09-01,Mobile App,Credit Card,Beauty,1,3155.07,3155.07
T0002013,C00329,2021-09-01,Web,Cash,Clothing,1,958.09,958.09
T0001855,C00304,2021-09-01,In-Store,Credit Card,Sports,2,1258.76,2517.52
T0002744,C00456,2021-09-01,Mobile App,Wallet,Books,1,987.1,987.1
T0003028,C00506,2021-09-02,Web,Cash,Sports,1,877.29,877.29
T0007116,C01174,2021-09-02,Web,Cash,Books,2,707.37,1414.74
T0006965,C01153,2021-09-02,Web,Credit Card,Clothing,1,2765.34,2765.34
T0006105,C01009,2021-09-03,Mobile App,Debit Card,Toys,1,2628.28,2628.28
T0004056,C00678,2021-09-03,Mobile App,Credit Card,Books,1,2767.88,2767.88
T0005406,C00903,2021-09-03,Web,Wallet,Sports,2,1038.21,2076.41
T0002739,C00455,2021-03-09,Web,Cash,Books,2,1190.52,2381.03
T0001779,C00293,2021-09-04,Mobile App,Credit Card,Beauty,1,1786.7,1786.7
T0009286,C01542,2021-09-04,In-Store,Credit Card,Beauty,1,4146.59,4146.59
T0001767,C00292,2021-09-04,Web,Debit Card,Clothing,1,1666.18,1666.18
T0000054,C00008,2021-09-04,In-Store,Debit Card,Sports,4,376.85,1507.39
T0007918,C01307,2021-09-04,Mobile App,Debit Card,Home & Kitchen,1,797.41,797.41
T0003146,C00527,2021-09-05,Mobile App,Credit Card,Beauty,1,20731.100000000002,20731.100000000002
T0006909,C01146,2021-09-05,Mobile App,Cash,Clothing,3,651.51,1954.54
T0003658,C00614,2021-09-05,Web,Credit Card,Sports,2,304.02,608.03
T0002707,C00448,2021-09-05,Mobile App,Credit Card,Clothing,1,1325.6,1325.6
T0000735,C00120,2021-09-06,Web,Wallet,Home & Kitchen,1,2015.46,2015.46
T0003008,C00502,2021-09-06,Web,Credit Card,Beauty,1,933.83,933.83
T0001044,C00172,2021-09-06,Mobile App,Debit Card,Toys,1,2331.75,2331.75
T0004148,C00693,2021-09-06,Mobile App,Debit Card,Electronics,1,1391.83,1391.83
T0008501,C01403,2021-09-07,Mobile App,Debit Card,Clothing,3,866.0,2598.0
T0006160,C01019,2021-09-07,Web,Credit Card,Books,2,1940.86,3881.73
T0006938,C01149,2021-09-07,In-Store,Debit Card,Toys,1,519.98,519.98
T0008983,C01487,2021-09-07,Web,Credit Card,Toys,1,1397.29,1397.29
T0001145,C00188,2021-09-08,Mobile App,Cash,Toys,1,973.06,973.06
T0007696,C01270,2021-09-08,In-Store,Wallet,Electronics,1,2296.29,2296.29
T0001085,C00177,2021-09-08,Web,Cash,Clothing,1,5611.58,5611.58
T0002473,C00409,2021-09-10,Web,Debit Card,Electronics,2,862.92,1725.83
T0003397,C00567,2021-09-10,Mobile App,Credit Card,Books,2,850.58,1701.16
T0006959,C01152,2021-09-10,Mobile App,Credit Card,Clothing,3,808.15,2424.46
T0000630,C00099,2021-09-11,Mobile App,Credit Card,Clothing,1,1673.08,1673.08
T0004829,C00802,2021-09-11,Web,Debit Card,Toys,2,735.08,1470.16
T0008279,C01365,2021-09-11,Web,Credit Card,Toys,2,2867.01,5734.02
T0003946,C00660,2021-09-12,In-Store,Debit Card,Books,2,883.09,1766.17
T0006099,C01008,2021-09-14,Web,Cash,Toys,1,1996.33,1996.33
T0007697,C01270,2021-09-14,Web,Credit Card,Clothing,2,287.27,574.54
T0002171,C00355,2021-09-15,Web,Debit Card,Books,1,1130.04,1130.04
T0006479,C01069,2021-09-15,Web,Cash,Books,2,345.01,690.02
T0009527,C01580,2021-09-15,Web,Cash,Electronics,1,869.4,869.4
T0005210,C00870,2021-09-15,Web,Credit Card,Beauty,1,1093.59,1093.59
T0006925,C01148,2021-09-15,Web,Credit Card,Clothing,2,352.66,705.33
T0000346,C00057,2021-09-16,Mobile App,Cash,Sports,5,134.16,670.79
T0009496,C01575,2021-09-16,Web,Cash,Books,1,2182.71,2182.71
T0005213,C00870,2021-09-16,Web,Debit Card,Sports,1,2793.88,2793.88
T0006418,C01058,2021-09-17,Mobile App,Cash,Books,2,588.21,1176.43
T0000057,C00009,2021-09-17,Mobile App,Credit Card,Beauty,3,899.84,2699.52
T0007376,C01218,2021-09-17,Mobile App,Credit Card,Clothing,1,813.23,813.23
T0004524,C00754,2021-09-18,Web,Credit Card,Electronics,3,497.73,1493.18
T0004171,C00698,2021-09-18,Mobile App,Cash,Books,2,825.77,1651.53
T0004097,C00685,2021-09-18,Web,Credit Card,Toys,3,125.7,377.11
T0006102,C01009,2021-09-19,Web,Cash,Sports,1,1336.88,1336.88
T0009883,C00039,2021-09-19,Web,Debit Card,Home & Kitchen,2,350.04,700.07
T0001348,C00222,2021-09-19,Web,Cash,Clothing,3,832.41,2497.24
T0008942,C01480,2021-09-19,In-Store,Cash,Sports,2,160.46,320.91
T0008605,C01419,2021-09-19,Web,Credit Card,Sports,2,626.18,1252.36
T0008468,C01397,2021-09-20,Web,Cash,Home & Kitchen,1,1867.01,1867.01
T0002127,C00346,2021-09-20,Mobile App,Credit Card,Home & Kitchen,1,3676.58,3676.58
T0001864,C00305,2021-09-20,Web,Credit Card,Beauty,1,1774.57,1774.57
T0000006,C00001,2021-09-20,Web,Wallet,Toys,1,2564.22,2564.22
T0006745,C01117,2021-09-20,Web,Debit Card,Electronics,3,1238.75,3716.25
T0007920,C01307,2021-09-21,In-Store,Credit Card,Toys,2,446.76,893.52
T0005058,C00842,2021-09-21,Web,Cash,Home & Kitchen,3,359.3,1077.91
T0001336,C00220,2021-09-21,Mobile App,Cash,Toys,1,887.68,887.68
T0002186,C00358,2021-09-21,Web,Credit Card,Toys,2,1087.42,2174.85
T0000119,C00019,2021-09-21,Mobile App,Credit Card,Books,1,875.14,875.14
T0007339,C01211,2021-09-22,Web,Credit Card,Clothing,2,760.86,1521.73
T0007926,C01309,2021-09-22,In-Store,Cash,Books,2,505.32,1010.65
T0000203,C00033,2021-09-22,Mobile App,Credit Card,Electronics,1,2052.92,2052.92
T0000563,C00090,2021-09-22,Web,Credit Card,Toys,1,1303.17,1303.17
T0000593,C00094,2021-09-22,Web,Credit Card,Home & Kitchen,2,1641.68,3283.36
T0000338,C00056,2021-09-23,Web,Wallet,Books,4,599.14,2396.57
T0002955,C00494,2021-09-23,Web,Credit Card,Beauty,3,769.26,2307.77
T0004197,C00703,2021-09-23,Web,Debit Card,Clothing,7,148.63,1040.43
T0000248,C00040,2021-09-24,In-Store,Wallet,Sports,1,3064.94,3064.94
T0008005,C01321,2021-09-24,Web,Wallet,Beauty,1,2148.4,2148.4
T0004399,C00735,2021-09-24,Web,Credit Card,Electronics,1,1277.84,1277.84
T0000282,C00045,2021-09-25,In-Store,Cash,Toys,3,456.48,1369.45
T0001353,C00222,2021-09-25,Mobile App,Cash,Clothing,1,580.68,580.68
T0006170,C01020,2021-09-26,In-Store,Cash,Home & Kitchen,1,1591.62,1591.62
T0006295,C01040,2021-09-26,Web,Credit Card,Electronics,1,1286.89,1286.89
T0002129,C00346,2021-09-26,Web,Debit Card,Electronics,1,1358.55,1358.55
T0007653,C01263,2021-09-26,Web,Cash,Electronics,2,334.86,669.71
T0009012,C01492,2021-09-26,Mobile App,Credit Card,Books,2,825.65,1651.29
T0000294,C00048,2021-09-26,In-Store,Wallet,Books,1,2239.06,2239.06
T0001320,C00217,2021-09-26,In-Store,Cash,Home & Kitchen,6,514.41,3086.49
T0008288,C01366,2021-09-27,,Cash,Books,1,2467.71,2467.71
T0009933,C00047,2021-09-27,Web,Credit Card,Sports,4,167.44,669.74
T0001638,C00269,2021-09-27,In-Store,Debit Card,Toys,5,341.57,1707.85
T0004848,C00806,2021-09-28,In-Store,Credit Card,Home & Kitchen,2,644.58,1289.16
T0005629,C00936,2021-09-28,In-Store,Wallet,Books,1,2061.04,2061.04
T0008778,C01450,2021-09-29,,Debit Card,Beauty,1,4557.73,4557.73
T0004029,C00674,2021-09-29,Web,Cash,Toys,2,1216.3,2432.6
T0004260,C00712,2021-09-29,Mobile App,Credit Card,Beauty,1,612.43,612.43
T0001661,C00272,2021-09-30,Web,Credit Card,Toys,7,696.92,4878.45
T0000449,C00072,2021-09-30,Web,Debit Card,Beauty,1,3573.61,3573.61
T0006792,C01125,2021-10-01,Web,Debit Card,Home & Kitchen,1,885.1,885.1
T0006556,C01083,2021-10-01,Mobile App,Credit Card,Sports,1,1807.04,1807.04
T0000923,C00152,2021-10-01,Web,Cash,Home & Kitchen,1,3263.84,3263.84
T0000348,C00057,2021-10-01,Web,Debit Card,Electronics,4,458.24,1832.96
T0000898,C00147,2021-10-02,Mobile App,Wallet,Beauty,1,1121.79,1121.79
T0008437,C01392,2021-10-02,Web,Debit Card,Clothing,1,620.0,620.0
T0004478,C00746,2021-10-02,Mobile App,Credit Card,Toys,1,2653.95,2653.95
T0001349,C00222,2021-10-02,In-Store,Credit Card,Home & Kitchen,1,931.03,931.03
T0000012,C00002,2021-10-02,Web,Credit Card,Electronics,1,758.63,758.63
T0002583,C00425,2021-10-03,Mobile App,Debit Card,Books,6,254.17,1525.01
T0009478,C01572,2021-10-04,Web,Cash,Toys,1,959.87,959.87
T0008110,C01336,2021-10-04,Mobile App,Debit Card,Electronics,1,3709.83,3709.83
T0007661,C01264,2021-10-04,Mobile App,Wallet,Beauty,3,571.85,1715.54
T0000557,C00088,2021-10-04,Mobile App,Cash,Books,3,715.3,2145.89
T0009998,C00057,2021-10-04,Web,Cash,Beauty,1,1519.74,1519.74
T0003750,C00629,2021-10-05,Mobile App,Debit Card,Sports,5,196.84,984.2
T0000432,C00069,2021-10-05,Mobile App,Cash,Home & Kitchen,1,375.69,375.69
T0004462,C00744,2021-10-05,Web,Credit Card,Home & Kitchen,1,1924.19,1924.19
T0008924,C01477,2021-10-05,In-Store,Credit Card,Books,1,2689.19,2689.19
T0007651,C01263,2021-10-05,In-Store,Credit Card,Books,4,295.06,1180.23
T0001062,C00175,2021-10-06,Mobile App,Credit Card,Toys,1,736.96,736.96
T0009295,C01544,2021-10-06,Web,Cash,Clothing,2,1512.44,3024.88
T0009121,C01513,2021-10-07,Mobile App,Wallet,Beauty,2,509.6,1019.2
T0006533,C01077,2021-08-10,Web,Credit Card,Clothing,4,977.82,3911.29
T0006569,C01085,2021-10-08,Mobile App,Wallet,Toys,1,2330.52,2330.52
T0006168,C01020,2021-10-08,In-Store,Cash,Books,3,383.77,1151.3
T0007008,C01158,2021-10-08,Web,Credit Card,Home & Kitchen,1,1596.84,1596.84
T0002379,C00391,2021-10-08,Mobile App,Credit Card,Home & Kitchen,1,2170.08,2170.08
T0004169,C00698,2021-10-08,Web,Cash,Electronics,1,934.84,934.84
T0002521,C00416,2021-10-09,Mobile App,Cash,Electronics,1,1871.85,1871.85
T0004793,C00796,2021-10-09,Web,Cash,Books,1,1518.73,1518.73
T0009015,C01492,2021-10-09,Web,Debit Card,Books,1,2009.28,2009.28
T0008908,C01475,2021-10-09,Web,Debit Card,Clothing,1,2396.05,2396.05
T0001686,C00278,2021-10-10,Web,Cash,Home & Kitchen,1,1735.83,1735.83
T0002172,C00355,2021-10-10,Web,Cash,Clothing,2,543.88,1087.76
T0001712,C00283,2021-10-10,Mobile App,Debit Card,Toys,1,1382.8,1382.8
T0003640,C00610,2021-10-10,Web,Debit Card,Sports,1,4334.23,4334.23
T0001456,C00239,2021-10-10,Web,Debit Card,Home & Kitchen,1,1345.54,1345.54
T0008577,C01415,2021-10-10,Mobile App,Credit Card,Sports,1,1657.38,1657.38
T0008894,C01472,2021-10-11,Web,Cash,Toys,1,856.96,856.96
T0006017,C00994,2021-10-11,Web,Debit Card,Clothing,1,351.18,351.18
T0000216,C00034,2021-10-12,,Cash,Clothing,1,1294.54,1294.54
T0006723,C01113,2021-10-12,Web,Credit Card,Home & Kitchen,1,939.95,939.95
T0001120,C00183,2021-10-12,Mobile App,Debit Card,Beauty,1,3523.71,3523.71
T0002184,C00358,2021-10-12,Web,Debit Card,Electronics,3,320.92,962.77
T0008022,C01324,2021-10-12,Web,Credit Card,Toys,2,1727.64,3455.29
T0000373,C00062,2021-10-12,Web,Credit Card,Electronics,1,1217.47,1217.47
T0001674,C00275,2021-10-13,Mobile App,Debit Card,Electronics,1,1810.36,1810.36
T0000234,C00038,2021-10-13,Mobile App,Debit Card,Beauty,2,523.79,1047.59
T0004598,C00765,2021-10-13,Web,Credit Card,Toys,1,998.74,998.74
T0005432,C00906,2021-10-13,Mobile App,Debit Card,Beauty,2,1076.93,2153.87
T0007645,C01262,2021-10-14,Web,Cash,Beauty,1,1384.66,1384.66
T0000467,C00074,2021-10-14,Web,Cash,Home & Kitchen,2,1008.76,2017.52
T0000490,C00077,2021-10-14,Mobile App,Cash,Beauty,1,953.66,953.66
T0007776,C01282,2021-10-14,In-Store,Credit Card,Beauty,4,569.91,2279.62
T0005451,C00909,2021-10-15,Web,Cash,Electronics,1,3053.11,3053.11
T0007579,C01251,2021-10-15,Mobile App,Cash,Toys,1,1669.99,1669.99
T0001070,C00175,2021-10-15,Web,Debit Card,Electronics,3,330.52,991.56
T0000826,C00135,2021-10-15,Web,Cash,Sports,1,1547.98,1547.98
T0003900,C00653,2021-10-16,Web,Debit Card,Toys,1,711.58,711.58
T0001529,C00252,2021-10-16,Web,Cash,Beauty,3,527.34,1582.02
T0009569,C01586,2021-10-16,Mobile App,Debit Card,Home & Kitchen,2,281.96,563.92
T0000830,C00136,2021-10-16,Mobile App,Debit Card,Beauty,1,331.15,331.15
T0005497,C00916,2021-10-16,Web,Wallet,Electronics,2,512.43,1024.85
T0004508,C00752,2021-10-17,In-Store,Debit Card,Clothing,1,816.13,816.13
T0005303,C00886,2021-10-17,Mobile App,Cash,Beauty,1,996.35,996.35
T0009786,C00023,2021-10-17,Web,Debit Card,Sports,3,262.67,788.02
T0004738,C00786,2021-10-18,Web,Credit Card,Toys,7,48.67,340.71
T0000383,C00063,2021-10-18,Mobile App,Cash,Electronics,1,2951.6,2951.6
T0008010,C01322,2021-10-19,Web,Credit Card,Home & Kitchen,1,2608.05,2608.05
T0006149,C01016,2021-10-19,Mobile App,Debit Card,Clothing,1,2308.74,2308.74
T0003385,C00564,2021-10-20,In-Store,Credit Card,Beauty,2,1322.57,2645.15
T0008707,C01436,2021-10-20,Web,Cash,Home & Kitchen,2,902.04,1804.08
T0005923,C00979,2021-10-20,Web,Cash,Books,1,2427.42,2427.42
T0005054,C00842,2021-10-21,Mobile App,,Toys,1,29850.7,29850.7
T0008197,C01350,2021-10-21,Mobile App,Debit Card,Toys,2,596.21,1192.42
T0004507,C00751,2021-10-21,Web,Debit Card,Home & Kitchen,2,190.07,380.15
T0000085,C00013,2021-10-22,Web,Debit Card,Sports,1,1153.4,1153.4
T0001051,C00173,2021-10-22,Web,Debit Card,Sports,1,2572.35,2572.35
T0008428,C01390,2021-10-24,Web,Credit Card,Home & Kitchen,4,287.21,1148.84
T0000814,C00133,2021-10-24,Web,Cash,Sports,2,119.13,238.26
T0004106,C00687,2021-10-25,Web,Wallet,Toys,6,302.6,1815.6
T0005615,C00934,2021-10-25,Mobile App,Cash,Beauty,1,2976.68,2976.68
T0002004,C00328,2021-10-26,Web,Debit Card,Electronics,2,594.37,1188.75
T0003155,C00529,2021-10-26,In-Store,Credit Card,Beauty,1,552.55,552.55
T0002662,C00440,2021-10-27,Mobile App,Debit Card,Beauty,1,1382.85,1382.85
T0004568,C00760,2021-10-28,Mobile App,Debit Card,Sports,1,761.27,761.27
T0009885,C00040,2021-10-28,Mobile App,Cash,Sports,1,2538.95,2538.95
T0007015,C01159,2021-10-28,Mobile App,,Electronics,1,1601.49,1601.49
T0007543,C01244,2021-10-28,In-Store,Cash,Home & Kitchen,3,696.74,2090.22
T0001444,C00238,2021-10-28,Web,Credit Card,Beauty,1,1677.03,1677.03
T0003911,C00654,2021-10-28,Mobile App,Credit Card,Clothing,2,409.21,818.41
T0001325,C00218,2021-10-29,Mobile App,Cash,Books,1,4538.02,4538.02
T0006275,C01037,2021-10-29,Mobile App,Debit Card,Sports,1,2205.94,2205.94
T0002330,C00380,2021-10-30,Web,Credit Card,Home & Kitchen,2,680.94,1361.87
T0005701,C00945,2021-10-30,Web,Credit Card,Electronics,7,207.08,1449.58
T0008375,C01380,2021-10-31,In-Store,Credit Card,Sports,1,2006.53,2006.53
T0007571,C01249,2021-10-31,Mobile App,Credit Card,Electronics,2,1544.25,3088.51
T0006546,C01080,2021-10-31,Mobile App,Credit Card,Clothing,1,1381.8,1381.8
T0006719,C01112,2021-11-01,Web,Credit Card,Toys,1,2479.59,2479.59
T0001155,C00189,2021-11-02,Mobile App,Cash,Electronics,2,827.43,1654.86
T0005716,C00947,2021-11-02,Mobile App,Debit Card,Books,4,501.93,2007.72
T0005199,C00868,2021-11-02,Web,Credit Card,Clothing,1,1074.0,1074.0
T0000591,C00094,2021-11-02,Web,Credit Card,Home & Kitchen,1,1516.34,1516.34
T0002133,C00346,2021-11-03,In-Store,Credit Card,Sports,1,966.68,966.68
T0004493,C00749,2021-11-03,Web,Debit Card,Electronics,4,542.34,2169.34
T0001606,C00264,2021-11-04,,Wallet,Books,1,498.65,498.65
T0007886,C01300,2021-11-04,Mobile App,Cash,Toys,3,706.98,2120.95
T0003150,C00528,2021-11-05,In-Store,Credit Card,Electronics,1,2466.71,2466.71
T0004046,C00677,2021-11-05,Mobile App,Debit Card,Clothing,1,1875.63,1875.63
T0008339,C01374,2021-11-05,Web,Debit Card,Books,1,515.57,515.57
T0006397,C01054,2021-11-05,In-Store,Debit Card,Electronics,1,1000.17,1000.17
T0005533,C00920,2021-11-05,Web,Cash,Home & Kitchen,1,1568.38,1568.38
T0006789,C01124,2021-11-05,Mobile App,,Beauty,1,1963.13,1963.13
T0001002,C00166,2021-11-05,Mobile App,Wallet,Toys,6,452.82,2716.89
T0002780,C00462,2021-11-05,Web,Debit Card,Books,1,3144.66,3144.66
T0005866,C00969,2021-11-05,Mobile App,Credit Card,Clothing,3,535.24,1605.73
T0008255,C01359,2021-11-06,Web,,Beauty,2,763.65,1527.3
T0005144,C00859,2021-11-06,Web,Credit Card,Sports,1,676.04,676.04
T0009349,C01553,2021-11-07,In-Store,Cash,Sports,1,658.23,658.23
T0008332,C01374,2021-11-08,Web,Credit Card,Electronics,1,664.18,664.18
T0001921,C00314,2021-11-08,Web,Wallet,Clothing,4,260.14,1040.56
T0007110,C01173,2021-11-08,Web,Wallet,Books,4,361.94,1447.75
T0009735,C00015,2021-11-09,Web,Credit Card,Books,1,1078.68,1078.68
T0000844,C00138,2021-11-09,In-Store,Credit Card,Books,1,2312.63,2312.63
T0003668,C00616,2021-11-09,Web,Cash,Clothing,2,1609.91,3219.83
T0009690,C00008,2021-11-10,In-Store,Credit Card,Electronics,2,1677.17,3354.34
T0003716,C00624,2021-11-10,Mobile App,Cash,Toys,3,1309.53,3928.59
T0003201,C00534,2021-11-10,Web,Credit Card,Books,1,961.2,961.2
T0007732,C01274,2021-11-11,Web,Credit Card,Home & Kitchen,1,2483.52,2483.52
T0008773,C01449,2021-11-11,Mobile App,,Home & Kitchen,2,691.39,1382.78
T0009556,C01585,2021-11-11,Web,Credit Card,Sports,2,727.57,1455.13
T0009299,C01544,2021-11-12,In-Store,Cash,Home & Kitchen,1,3915.05,3915.05
T0000296,C00049,2021-11-12,Mobile App,Credit Card,Toys,1,2140.86,2140.86
T0009134,C01515,2021-11-12,Mobile App,Credit Card,Books,2,807.03,1614.07
T0009127,C01514,2021-11-13,Web,Credit Card,Sports,1,3299.08,3299.08
T0007659,C01264,2021-11-13,Mobile App,Cash,Sports,1,2524.15,2524.15
T0002641,C00435,2021-11-13,In-Store,Credit Card,Home & Kitchen,2,308.78,617.56
T0007166,C01182,2021-11-14,Web,Debit Card,Electronics,3,794.02,2382.05
T0007145,C01179,2021-11-14,Mobile App,Cash,Sports,3,942.6,2827.79
T0005739,C00951,2021-11-14,Mobile App,Credit Card,Books,1,684.46,684.46
T0004164,C00697,2021-11-14,Mobile App,Credit Card,Toys,1,1620.68,1620.68
T0006841,C01135,2021-11-15,Mobile App,Debit Card,Home & Kitchen,1,2721.94,2721.94
